Gender,Annual Income,Company,Transmission,Color,Price ($),Body Style,Dealer_Region
Male,935000,Dodge,Manual,Pale white,19001,Hardtop,Middletown
Male,13500,Mercury,Manual,Pale white,16001,Suv,Aurora
Male,349000,Subaru,Auto,Black,22000,Hardtop,Aurora
Male,1000000,Lexus,Auto,Pale white,18001,Sedan,Pasco
Male,890000,Bmw,Auto,Pale white,62001,Suv,Janesville
Male,1032000,Porsche,Manual,Black,22201,Passenger,Scottsdale
Female,337000,Mercedes-b,Auto,Pale white,31001,Sedan,Austin
Male,1350000,Ford,Manual,Pale white,22001,Suv,Middletown
Male,650000,Mercedes-b,Auto,Pale white,10001,Suv,Aurora
Female,390000,Saturn,Auto,Pale white,25001,Passenger,Greenville
Male,13500,Chevrolet,Manual,Pale white,20001,Suv,Pasco
Male,13500,Chevrolet,Auto,Black,16000,Hardtop,Middletown
Male,555000,Subaru,Manual,Pale white,49001,Suv,Pasco
Male,887000,Bmw,Auto,Black,31001,Suv,Janesville
Male,13500,Plymouth,Auto,Pale white,27001,Suv,Scottsdale
Male,1700000,Chevrolet,Manual,Pale white,12001,Passenger,Austin
Male,13500,Chevrolet,Manual,Black,26001,Suv,Middletown
Male,1585000,Volkswagen,Auto,Pale white,33501,Passenger,Aurora
Male,935000,Dodge,Auto,Black,19001,Suv,Greenville
Male,460000,Volvo,Auto,Pale white,18001,Suv,Pasco
Male,3050000,Pontiac,Manual,Pale white,43001,Sedan,Janesville
Female,1460000,Mitsubishi,Manual,Black,16001,Suv,Scottsdale
Male,365000,Mercury,Auto,Pale white,39001,Sedan,Austin
Male,550000,Mitsubishi,Manual,Pale white,21001,Sedan,Janesville
Male,2800000,Lexus,Manual,Black,53001,Hatchback,Scottsdale
Male,320000,Acura,Manual,Pale white,17001,Suv,Janesville
Male,1460000,Volvo,Manual,Pale white,24000,Hardtop,Janesville
Male,573000,Saab,Auto,Black,26000,Sedan,Austin
Male,711000,Volkswagen,Auto,Pale white,35000,Hardtop,Pasco
Female,820000,Chrysler,Auto,Pale white,16000,Suv,Aurora
Male,13500,Mercury,Manual,Pale white,16000,Suv,Greenville
Male,13500,Ford,Auto,Pale white,41000,Hatchback,Aurora
Female,988000,Chevrolet,Auto,Black,31000,Passenger,Greenville
Male,13500,Mercury,Auto,Black,19000,Suv,Pasco
Male,13500,Mitsubishi,Manual,Pale white,25000,Hatchback,Janesville
Male,830000,Lexus,Manual,Black,51000,Passenger,Scottsdale
Male,1032000,Bmw,Auto,Pale white,19200,Hatchback,Austin
Male,13500,Acura,Manual,Black,21000,Hatchback,Middletown
Male,2100000,Chevrolet,Manual,Pale white,21000,Hardtop,Greenville
Male,1420000,Audi,Manual,Black,15000,Suv,Greenville
Female,2290000,Chrysler,Manual,Pale white,17000,Sedan,Pasco
Male,296000,Dodge,Auto,Pale white,19000,Hardtop,Janesville
Male,2325000,Oldsmobile,Manual,Pale white,26500,Sedan,Scottsdale
Male,1531000,Chrysler,Auto,Black,12100,Hardtop,Scottsdale
Male,13500,Ford,Auto,Pale white,31000,Sedan,Middletown
Male,882500,Mercury,Auto,Pale white,39500,Sedan,Aurora
Male,755000,Toyota,Auto,Black,21000,Suv,Greenville
Male,748000,Buick,Auto,Pale white,62000,Hatchback,Pasco
Male,586000,Chevrolet,Auto,Pale white,15000,Hardtop,Janesville
Male,724000,Mercedes-b,Manual,Black,18000,Suv,Scottsdale
Male,1070000,Chevrolet,Manual,Pale white,16000,Hardtop,Austin
Male,815000,Lexus,Auto,Pale white,27001,Sedan,Austin
Male,1135000,Saturn,Auto,Black,33500,Hardtop,Greenville
Female,13500,Saturn,Auto,Pale white,12000,Hardtop,Janesville
Male,515000,Mercury,Manual,Pale white,16000,Suv,Greenville
Female,13500,Mercedes-b,Manual,Black,38000,Hardtop,Aurora
Female,515000,Lexus,Auto,Pale white,18000,Sedan,Janesville
Female,640000,Bmw,Auto,Pale white,62000,Suv,Scottsdale
Male,940000,Porsche,Manual,Black,22000,Passenger,Austin
Female,770000,Mercedes-b,Auto,Pale white,31000,Sedan,Middletown
Male,600000,Ford,Manual,Pale white,22000,Suv,Aurora
Male,510000,Mercedes-b,Auto,Pale white,10000,Suv,Greenville
Male,13500,Saturn,Auto,Pale white,25000,Passenger,Pasco
Male,750000,Chevrolet,Manual,Pale white,20000,Suv,Janesville
Male,822000,Cadillac,Auto,Pale white,38000,Sedan,Scottsdale
Male,983000,Volkswagen,Manual,Pale white,20000,Hatchback,Austin
Male,13500,Acura,Auto,Black,24000,Suv,Janesville
Female,13500,Pontiac,Auto,Pale white,20000,Hatchback,Scottsdale
Male,600000,Mercury,Manual,Pale white,16000,Suv,Austin
Female,900000,Saturn,Manual,Pale white,49000,Hatchback,Middletown
Male,13500,Plymouth,Auto,Pale white,22000,Hardtop,Greenville
Female,13500,Chevrolet,Manual,Pale white,22001,Hardtop,Middletown
Male,13500,Mercury,Manual,Pale white,16000,Passenger,Austin
Male,822000,Dodge,Manual,Black,19001,Hardtop,Pasco
Male,1776000,Chrysler,Auto,Black,16600,Suv,Aurora
Male,2100000,Hyundai,Manual,Black,20000,Suv,Greenville
Male,438000,Oldsmobile,Auto,Pale white,24000,Passenger,Pasco
Male,13500,Chrysler,Auto,Pale white,16000,Hatchback,Janesville
Female,602000,Chrysler,Auto,Pale white,19001,Hardtop,Aurora
Male,1025000,Mitsubishi,Manual,Pale white,20500,Sedan,Austin
Female,442500,Lexus,Auto,Black,22500,Suv,Middletown
Male,1310000,Bmw,Auto,Black,31000,Suv,Aurora
Female,1260000,Ford,Auto,Pale white,42000,Hatchback,Greenville
Male,1450000,Audi,Manual,Pale white,24000,Suv,Pasco
Male,1250000,Chrysler,Auto,Pale white,22000,Sedan,Janesville
Female,340000,Cadillac,Manual,Pale white,37000,Passenger,Scottsdale
Male,1065000,Dodge,Auto,Black,22500,Passenger,Austin
Male,792000,Chevrolet,Auto,Pale white,25001,Hardtop,Pasco
Male,1045000,Volvo,Auto,Black,49500,Hatchback,Scottsdale
Male,1816000,Oldsmobile,Manual,Pale white,25600,Sedan,Austin
Female,700000,Mitsubishi,Auto,Black,39000,Sedan,Middletown
Male,1900000,Cadillac,Auto,Pale white,38001,Sedan,Janesville
Male,3600000,Volkswagen,Manual,Pale white,20001,Hatchback,Scottsdale
Female,13500,Acura,Auto,Black,24001,Suv,Austin
Male,13500,Pontiac,Auto,Pale white,20001,Hatchback,Middletown
Female,665500,Mercury,Manual,Pale white,16501,Suv,Aurora
Female,13500,Saturn,Manual,Pale white,49001,Hatchback,Greenville
Male,13500,Chevrolet,Auto,Pale white,15000,Hardtop,Aurora
Male,13500,Pontiac,Manual,Pale white,43001,Sedan,Janesville
Male,13500,Mitsubishi,Manual,Pale white,29001,Hardtop,Aurora
Male,13500,Porsche,Manual,Pale white,26000,Hardtop,Greenville
Male,1760000,Oldsmobile,Manual,Pale white,14001,Sedan,Middletown
Male,1863000,Acura,Auto,Pale white,29301,Hatchback,Aurora
Female,13500,Mercury,Manual,Pale white,71001,Suv,Greenville
Female,13500,Lexus,Manual,Pale white,17001,Passenger,Pasco
Female,1002000,Chrysler,Auto,Pale white,22201,Suv,Janesville
Male,496000,Honda,Manual,Pale white,27000,Hardtop,Pasco
Male,1270100,Oldsmobile,Auto,Pale white,19011,Hatchback,Austin
Female,13500,Toyota,Auto,Pale white,27001,Hatchback,Middletown
Male,1801001,Chevrolet,Auto,Pale white,24101,Sedan,Aurora
Male,680000,Volvo,Manual,Pale white,17000,Sedan,Pasco
Male,13500,Oldsmobile,Manual,Pale white,34000,Sedan,Janesville
Female,1170000,Pontiac,Manual,Pale white,43000,Sedan,Scottsdale
Male,2250000,Mercedes-b,Auto,Pale white,15000,Sedan,Austin
Female,670000,Chevrolet,Auto,Pale white,12001,Passenger,Middletown
Male,13500,Saturn,Auto,Pale white,51001,Sedan,Aurora
Male,2381000,Acura,Manual,Black,18101,Suv,Greenville
Female,680000,Nissan,Auto,Pale white,21000,Hardtop,Janesville
Male,1582000,Ford,Auto,Black,41201,Suv,Janesville
Male,13500,Saturn,Auto,Black,33000,Hardtop,Greenville
Male,735000,Mercedes-b,Manual,Pale white,17000,Passenger,Austin
Male,2920000,Dodge,Auto,Pale white,39000,Passenger,Middletown
Male,13500,Mercury,Auto,Black,28000,Passenger,Aurora
Male,13500,Mitsubishi,Auto,Pale white,21000,Hatchback,Greenville
Male,1920000,Ford,Auto,Pale white,41000,Hatchback,Pasco
Male,1420000,Volvo,Manual,Black,17000,Hatchback,Janesville
Male,400000,Saturn,Auto,Pale white,18000,Hatchback,Scottsdale
Male,1790000,Oldsmobile,Auto,Pale white,12000,Sedan,Austin
Male,2100000,Plymouth,Auto,Pale white,15000,Hatchback,Middletown
Male,291500,Oldsmobile,Manual,Pale white,26500,Sedan,Middletown
Male,1150000,Mercedes-b,Auto,Pale white,10000,Suv,Aurora
Male,850000,Mitsubishi,Auto,Black,27000,Hardtop,Scottsdale
Male,1915000,Porsche,Auto,Pale white,20500,Passenger,Pasco
Male,1410000,Oldsmobile,Auto,Pale white,24000,Passenger,Janesville
Male,1335000,Lexus,Manual,Pale white,54500,Sedan,Scottsdale
Male,1450000,Chevrolet,Manual,Pale white,41000,Hardtop,Pasco
Male,1330000,Porsche,Manual,Pale white,14000,Suv,Janesville
Male,815000,Acura,Auto,Black,24000,Suv,Scottsdale
Male,1020000,Hyundai,Manual,Pale white,22000,Sedan,Austin
Female,1312000,Mercedes-b,Manual,Pale white,21200,Suv,Middletown
Male,1232500,Volkswagen,Auto,Pale white,13250,Hatchback,Aurora
Male,660000,Ford,Manual,Black,18000,Hardtop,Austin
Male,1300000,Toyota,Manual,Pale white,82000,Hardtop,Greenville
Male,1150000,Honda,Manual,Pale white,27000,Hardtop,Aurora
Male,1000000,Hyundai,Manual,Pale white,21000,Suv,Scottsdale
Male,835000,Dodge,Auto,Pale white,10000,Suv,Austin
Male,1250000,Saturn,Manual,Pale white,61000,Hardtop,Janesville
Male,945000,Dodge,Auto,Black,60000,Hatchback,Aurora
Male,640000,Pontiac,Manual,Pale white,43000,Sedan,Greenville
Male,2905000,Volkswagen,Auto,Pale white,45500,Hardtop,Janesville
Male,13500,Ford,Manual,Pale white,17000,Hardtop,Janesville
Female,540000,Oldsmobile,Manual,Pale white,14001,Sedan,Scottsdale
Male,1350000,Acura,Auto,Pale white,29001,Hatchback,Austin
Female,540000,Mercury,Manual,Pale white,71001,Suv,Middletown
Female,818000,Lexus,Manual,Pale white,17001,Passenger,Aurora
Male,13500,Chrysler,Auto,Pale white,22001,Suv,Greenville
Male,802500,Chevrolet,Manual,Black,16500,Hardtop,Pasco
Male,13500,Oldsmobile,Auto,Pale white,19001,Hatchback,Janesville
Male,474000,Toyota,Auto,Pale white,27001,Hatchback,Scottsdale
Male,810000,Chevrolet,Auto,Pale white,24000,Sedan,Austin
Male,723000,Porsche,Auto,Pale white,32000,Passenger,Middletown
Male,550500,Jeep,Auto,Pale white,36500,Sedan,Aurora
Male,2680000,Chevrolet,Auto,Black,16000,Hardtop,Austin
Male,13500,Buick,Auto,Black,19000,Passenger,Pasco
Male,532000,Chevrolet,Manual,Pale white,82000,Hardtop,Pasco
Male,533000,Mercury,Auto,Black,19000,Suv,Scottsdale
Female,13500,Ford,Auto,Pale white,29000,Passenger,Austin
Female,322000,Chrysler,Auto,Black,26000,Suv,Aurora
Male,1130000,Toyota,Manual,Black,85000,Hatchback,Greenville
Female,556000,Mercedes-b,Manual,Black,26000,Passenger,Pasco
Male,600000,Mercedes-b,Auto,Black,18001,Hardtop,Middletown
Male,13500,Volvo,Manual,Black,17000,Hatchback,Scottsdale
Male,13500,Toyota,Auto,Pale white,53001,Hardtop,Janesville
Male,755000,Audi,Auto,Black,14000,Suv,Middletown
Male,770000,Mitsubishi,Manual,Black,49000,Hatchback,Aurora
Male,13500,Toyota,Auto,Pale white,27000,Hatchback,Greenville
Male,13500,Volkswagen,Auto,Pale white,16000,Passenger,Pasco
Female,986000,Chevrolet,Manual,Pale white,21001,Hardtop,Pasco
Male,13500,Oldsmobile,Manual,Pale white,26000,Sedan,Scottsdale
Male,13500,Volkswagen,Auto,Black,9000,Hatchback,Austin
Male,13500,Oldsmobile,Manual,Pale white,34000,Passenger,Middletown
Male,1500000,Mitsubishi,Manual,Pale white,19000,Hatchback,Aurora
Male,13500,Volkswagen,Manual,Black,25000,Suv,Greenville
Male,13500,Chevrolet,Auto,Pale white,25000,Suv,Pasco
Male,13500,Audi,Manual,Pale white,14000,Suv,Janesville
Male,13500,Ford,Auto,Pale white,15000,Passenger,Scottsdale
Female,13500,Porsche,Auto,Pale white,32001,Passenger,Greenville
Female,600000,Jeep,Auto,Pale white,36001,Sedan,Pasco
Male,931000,Nissan,Auto,Pale white,21000,Hardtop,Scottsdale
Male,667000,Buick,Auto,Black,19001,Passenger,Scottsdale
Male,651000,Ford,Auto,Black,61000,Hardtop,Aurora
Female,375000,Mercury,Auto,Black,19001,Suv,Janesville
Male,770000,Ford,Auto,Pale white,29001,Passenger,Scottsdale
Male,1065000,Infiniti,Manual,Pale white,22500,Hardtop,Austin
Female,13500,Cadillac,Manual,Black,44000,Hardtop,Austin
Male,1585000,Volkswagen,Manual,Pale white,17500,Hardtop,Middletown
Male,3210000,Oldsmobile,Auto,Pale white,45000,Suv,Janesville
Male,840000,Pontiac,Auto,Pale white,12000,Suv,Scottsdale
Male,425000,Mercedes-b,Manual,Pale white,41000,Hardtop,Austin
Male,3310000,Pontiac,Manual,Pale white,43000,Sedan,Middletown
Female,13500,Oldsmobile,Auto,Pale white,24000,Passenger,Greenville
Male,786000,Chevrolet,Auto,Pale white,46000,Suv,Pasco
Male,1356000,Saab,Auto,Black,23600,Sedan,Janesville
Male,13500,Toyota,Manual,Pale white,22000,Hatchback,Scottsdale
Male,590000,Mercury,Manual,Pale white,22000,Hatchback,Austin
Male,1555000,Lincoln,Manual,Black,17500,Hatchback,Middletown
Male,800000,Saturn,Auto,Pale white,51000,Sedan,Aurora
Male,630000,Oldsmobile,Auto,Pale white,46000,Sedan,Middletown
Female,610000,Chevrolet,Auto,Pale white,42000,Hardtop,Pasco
Male,410000,Buick,Manual,Black,20000,Sedan,Greenville
Male,600000,Mercury,Auto,Black,9000,Suv,Pasco
Female,13500,Jeep,Manual,Pale white,15000,Suv,Janesville
Male,616000,Mitsubishi,Manual,Pale white,19000,Hatchback,Scottsdale
Female,13500,Buick,Auto,Black,19000,Passenger,Austin
Male,13500,Lexus,Auto,Pale white,15000,Suv,Austin
Male,640000,Lexus,Auto,Pale white,31000,Hatchback,Middletown
Female,1000000,Dodge,Manual,Pale white,16001,Hardtop,Austin
Male,652000,Infiniti,Manual,Pale white,22001,Hardtop,Pasco
Male,1665000,Dodge,Auto,Pale white,41500,Suv,Pasco
Male,2210000,Ford,Manual,Black,18000,Suv,Janesville
Male,792000,Volkswagen,Auto,Pale white,18001,Hardtop,Austin
Male,556000,Oldsmobile,Auto,Pale white,46001,Sedan,Austin
Female,720000,Mitsubishi,Manual,Black,42000,Hardtop,Janesville
Male,720000,Buick,Manual,Black,20001,Sedan,Aurora
Male,13500,Mercury,Auto,Black,9001,Suv,Greenville
Male,939000,Jeep,Manual,Pale white,15001,Suv,Pasco
Male,750000,Mitsubishi,Manual,Pale white,19001,Hatchback,Janesville
Male,725000,Buick,Auto,Black,19001,Passenger,Scottsdale
Male,13500,Ford,Auto,Black,61000,Hardtop,Austin
Male,1152500,Dodge,Auto,Pale white,45250,Hardtop,Middletown
Male,860000,Cadillac,Auto,Black,60001,Passenger,Aurora
Male,960000,Ford,Auto,Pale white,19001,Sedan,Greenville
Male,817500,Mitsubishi,Auto,Pale white,21501,Hatchback,Pasco
Female,665000,Honda,Auto,Pale white,12001,Suv,Janesville
Female,706000,Volkswagen,Auto,Pale white,20001,Suv,Scottsdale
Male,905000,Mercury,Auto,Black,33001,Hatchback,Austin
Male,1422000,Subaru,Auto,Black,22200,Hardtop,Greenville
Male,741000,Oldsmobile,Auto,Black,60001,Sedan,Aurora
Male,840000,Ford,Manual,Black,10001,Suv,Greenville
Male,13500,Mitsubishi,Auto,Pale white,19001,Sedan,Pasco
Male,13500,Oldsmobile,Manual,Black,36000,Hatchback,Aurora
Male,545000,Dodge,Auto,Black,23000,Hardtop,Austin
Male,3500000,Acura,Manual,Pale white,26000,Suv,Pasco
Female,13500,Infiniti,Manual,Pale white,16000,Hardtop,Middletown
Male,1538000,Lexus,Manual,Black,51800,Passenger,Scottsdale
Male,1320000,Mercury,Manual,Pale white,16000,Suv,Austin
Male,2430000,Volvo,Manual,Black,22000,Hardtop,Austin
Male,1080000,Porsche,Manual,Black,16000,Hardtop,Pasco
Male,13500,Mercedes-b,Auto,Pale white,22000,Sedan,Austin
Male,13500,Honda,Auto,Pale white,25001,Hatchback,Middletown
Male,800000,Pontiac,Manual,Black,43000,Hardtop,Austin
Male,1590000,Mitsubishi,Auto,Black,9001,Suv,Greenville
Male,1100000,Infiniti,Auto,Pale white,31000,Hardtop,Middletown
Male,13500,Dodge,Auto,Black,22000,Passenger,Janesville
Male,2450000,Bmw,Auto,Black,41000,Sedan,Scottsdale
Male,3020000,Cadillac,Auto,Pale white,75000,Hatchback,Austin
Male,1625000,Toyota,Manual,Pale white,14500,Passenger,Middletown
Male,2775000,Mitsubishi,Manual,Black,22500,Hatchback,Aurora
Male,568000,Mercedes-b,Auto,Pale white,19000,Passenger,Greenville
Male,1475000,Lexus,Auto,Pale white,25500,Hatchback,Greenville
Male,13500,Honda,Auto,Pale white,39000,Suv,Pasco
Male,1229000,Lincoln,Manual,Pale white,20900,Passenger,Janesville
Male,965000,Honda,Manual,Black,43000,Sedan,Scottsdale
Male,13500,Plymouth,Auto,Pale white,27000,Hatchback,Austin
Male,13500,Toyota,Auto,Black,28000,Hatchback,Middletown
Male,466000,Chevrolet,Manual,Black,44000,Hatchback,Aurora
Male,653000,Honda,Auto,Black,31000,Suv,Greenville
Male,818000,Lincoln,Auto,Black,19000,Sedan,Pasco
Male,13500,Nissan,Auto,Pale white,26000,Hatchback,Janesville
Female,13500,Volkswagen,Auto,Pale white,69000,Passenger,Scottsdale
Male,1900000,Ford,Manual,Black,22000,Hatchback,Austin
Female,13500,Volvo,Manual,Pale white,21000,Sedan,Middletown
Female,13500,Chrysler,Manual,Pale white,21000,Sedan,Aurora
Male,13500,Dodge,Manual,Pale white,16000,Hardtop,Scottsdale
Male,630500,Mercedes-b,Manual,Pale white,17500,Hatchback,Pasco
Male,13500,Oldsmobile,Auto,Black,60000,Sedan,Janesville
Male,13500,Plymouth,Auto,Pale white,27000,Suv,Scottsdale
Male,13500,Honda,Auto,Pale white,21000,Sedan,Austin
Male,737500,Nissan,Manual,Pale white,16500,Hardtop,Janesville
Male,492000,Mercedes-b,Manual,Pale white,26000,Hardtop,Greenville
Female,750000,Cadillac,Auto,Black,60000,Passenger,Greenville
Male,960000,Ford,Auto,Pale white,19000,Sedan,Pasco
Male,985000,Mitsubishi,Auto,Pale white,21000,Hatchback,Janesville
Male,820000,Honda,Auto,Pale white,12000,Suv,Scottsdale
Male,13500,Volkswagen,Auto,Pale white,20000,Suv,Austin
Male,13500,Mercury,Auto,Black,33000,Hatchback,Janesville
Female,490000,Mercedes-b,Manual,Pale white,26000,Hardtop,Aurora
Male,670000,Oldsmobile,Auto,Black,60000,Sedan,Austin
Male,13500,Ford,Manual,Black,10000,Suv,Middletown
Male,855000,Mitsubishi,Auto,Pale white,19000,Sedan,Aurora
Female,567000,Cadillac,Auto,Pale white,31000,Passenger,Greenville
Male,665000,Honda,Manual,Pale white,45000,Hatchback,Pasco
Female,440000,Chrysler,Auto,Pale white,46000,Sedan,Janesville
Male,690000,Toyota,Auto,Pale white,31000,Suv,Scottsdale
Female,842500,Chrysler,Manual,Pale white,28500,Hardtop,Greenville
Male,880000,Dodge,Manual,Pale white,27000,Suv,Middletown
Male,700000,Honda,Manual,Pale white,27000,Passenger,Aurora
Male,1625000,Lincoln,Manual,Pale white,82500,Passenger,Austin
Female,1670000,Nissan,Auto,Pale white,31001,Hardtop,Pasco
Male,13500,Chrysler,Auto,Pale white,22000,Suv,Aurora
Male,3460000,Chrysler,Auto,Black,26000,Hatchback,Greenville
Male,13500,Hyundai,Manual,Black,15000,Suv,Pasco
Male,13500,Buick,Manual,Pale white,45000,Hatchback,Janesville
Female,647000,Infiniti,Auto,Black,21001,Hardtop,Janesville
Male,620000,Ford,Manual,Pale white,14000,Suv,Austin
Male,13500,Oldsmobile,Manual,Pale white,19000,Sedan,Janesville
Female,285000,Chevrolet,Auto,Pale white,25001,Hardtop,Austin
Male,13500,Mitsubishi,Manual,Pale white,29001,Hardtop,Scottsdale
Female,605000,Audi,Auto,Black,27001,Hardtop,Scottsdale
Male,1950000,Volvo,Auto,Black,26001,Hardtop,Scottsdale
Male,1770000,Mercury,Auto,Black,19000,Suv,Greenville
Female,582500,Lincoln,Manual,Black,42500,Passenger,Pasco
Male,850000,Mitsubishi,Auto,Pale white,21000,Hatchback,Janesville
Male,13500,Ford,Manual,Black,25001,Hardtop,Middletown
Male,1335000,Volvo,Auto,Black,26501,Hardtop,Greenville
Male,2040000,Hyundai,Manual,Black,15000,Suv,Middletown
Male,13500,Cadillac,Auto,Pale white,31001,Passenger,Janesville
Female,855500,Honda,Manual,Pale white,45501,Hatchback,Scottsdale
Male,13500,Audi,Manual,Pale white,24000,Suv,Pasco
Male,706000,Volvo,Manual,Pale white,17000,Sedan,Janesville
Male,13500,Cadillac,Manual,Black,29000,Passenger,Janesville
Male,2750000,Volkswagen,Auto,Black,22000,Passenger,Scottsdale
Male,600000,Honda,Auto,Pale white,22001,Suv,Greenville
Male,721000,Chrysler,Auto,Black,26001,Suv,Pasco
Male,1352000,Mitsubishi,Manual,Pale white,24200,Sedan,Aurora
Female,449000,Chevrolet,Auto,Black,16001,Hardtop,Austin
Female,13500,Chrysler,Auto,Pale white,46001,Sedan,Austin
Male,990000,Mercedes-b,Manual,Black,38000,Hardtop,Greenville
Male,1051000,Dodge,Manual,Pale white,37100,Hatchback,Austin
Male,720000,Dodge,Auto,Black,22001,Passenger,Janesville
Male,640000,Nissan,Manual,Pale white,16001,Suv,Aurora
Male,2000000,Toyota,Auto,Pale white,31001,Suv,Middletown
Male,450000,Mercedes-b,Manual,Pale white,25000,Suv,Greenville
Female,540000,Dodge,Manual,Pale white,27001,Suv,Greenville
Male,1050000,Honda,Manual,Pale white,27001,Passenger,Pasco
Female,683000,Honda,Auto,Pale white,22001,Suv,Janesville
Female,13500,Chrysler,Auto,Black,26001,Suv,Scottsdale
Male,13500,Dodge,Auto,Black,22001,Passenger,Austin
Female,13500,Ford,Manual,Black,10001,Suv,Middletown
Male,3200000,Volkswagen,Manual,Pale white,12001,Hatchback,Aurora
Female,380000,Buick,Auto,Pale white,46001,Passenger,Greenville
Female,13500,Plymouth,Manual,Black,75001,Passenger,Pasco
Female,630000,Hyundai,Manual,Pale white,22001,Sedan,Janesville
Male,650000,Mitsubishi,Auto,Pale white,39000,Suv,Scottsdale
Female,633000,Saturn,Auto,Pale white,18001,Hatchback,Austin
Female,642100,Mercury,Manual,Pale white,14101,Passenger,Janesville
Male,1600000,Chrysler,Auto,Pale white,20001,Hatchback,Scottsdale
Female,410000,Dodge,Auto,Pale white,38000,Suv,Middletown
Male,1450000,Pontiac,Auto,Pale white,19001,Suv,Middletown
Male,13500,Volkswagen,Auto,Pale white,17001,Sedan,Aurora
Female,13500,Mitsubishi,Auto,Black,45000,Suv,Scottsdale
Male,13500,Plymouth,Manual,Pale white,20001,Passenger,Pasco
Male,1290000,Cadillac,Manual,Black,29001,Passenger,Janesville
Male,13500,Mercedes-b,Manual,Pale white,29001,Suv,Scottsdale
Male,971000,Toyota,Auto,Pale white,45001,Suv,Austin
Male,1470000,Mitsubishi,Manual,Pale white,24001,Sedan,Middletown
Female,648500,Plymouth,Auto,Pale white,22501,Passenger,Aurora
Male,1395000,Pontiac,Auto,Pale white,19501,Passenger,Greenville
Male,1010000,Honda,Manual,Black,43001,Sedan,Pasco
Male,1032000,Chevrolet,Auto,Pale white,12201,Passenger,Janesville
Male,780000,Volkswagen,Manual,Pale white,25001,Sedan,Scottsdale
Male,1190000,Mercury,Auto,Pale white,26001,Sedan,Austin
Female,568000,Jaguar,Manual,Pale white,21001,Passenger,Middletown
Male,1018000,Chevrolet,Manual,Pale white,82800,Suv,Janesville
Male,752000,Volkswagen,Manual,Pale white,20001,Hatchback,Greenville
Male,800000,Acura,Auto,Black,28001,Hatchback,Pasco
Male,2350000,Dodge,Auto,Black,60000,Hatchback,Austin
Male,1385000,Volkswagen,Auto,Black,16500,Sedan,Middletown
Male,655250,Volvo,Manual,Pale white,17250,Sedan,Aurora
Male,1666000,Mitsubishi,Manual,Black,16600,Suv,Greenville
Male,13500,Chrysler,Manual,Pale white,21000,Sedan,Pasco
Male,430000,Bmw,Manual,Pale white,21000,Sedan,Janesville
Male,13500,Chevrolet,Manual,Pale white,37000,Passenger,Scottsdale
Male,13500,Nissan,Manual,Pale white,20000,Hatchback,Austin
Male,13500,Ford,Manual,Black,10000,Suv,Middletown
Male,13500,Toyota,Auto,Black,21000,Suv,Aurora
Female,650000,Volvo,Auto,Pale white,32000,Suv,Austin
Male,2040000,Ford,Manual,Pale white,13000,Passenger,Pasco
Male,505000,Acura,Manual,Black,18000,Suv,Janesville
Male,500000,Mercury,Manual,Pale white,14001,Passenger,Scottsdale
Male,622000,Mercedes-b,Manual,Pale white,29001,Suv,Austin
Male,13500,Chevrolet,Manual,Pale white,13001,Passenger,Middletown
Female,650000,Chevrolet,Manual,Black,42001,Passenger,Aurora
Male,13500,Lexus,Manual,Black,69001,Sedan,Greenville
Male,1650000,Oldsmobile,Manual,Pale white,14001,Sedan,Pasco
Male,371000,Mercedes-b,Manual,Pale white,57000,Passenger,Janesville
Male,13500,Audi,Manual,Pale white,13000,Suv,Scottsdale
Male,1900000,Chrysler,Auto,Pale white,16000,Hatchback,Austin
Male,13500,Bmw,Manual,Pale white,25000,Suv,Janesville
Male,13500,Volkswagen,Auto,Black,21000,Hatchback,Scottsdale
Male,1625000,Volkswagen,Manual,Pale white,28500,Suv,Austin
Male,701000,Plymouth,Auto,Black,9000,Suv,Middletown
Male,13500,Chevrolet,Manual,Pale white,14000,Hatchback,Aurora
Male,1100000,Dodge,Auto,Black,19000,Suv,Greenville
Male,13500,Oldsmobile,Manual,Black,17000,Hatchback,Pasco
Male,2200000,Mercury,Auto,Black,26000,Hatchback,Janesville
Male,975000,Jeep,Manual,Pale white,15000,Suv,Scottsdale
Male,13500,Volvo,Manual,Pale white,24000,Suv,Austin
Male,835000,Cadillac,Manual,Black,44000,Suv,Greenville
Male,546500,Chrysler,Auto,Pale white,22500,Suv,Aurora
Male,13500,Volvo,Manual,Pale white,17000,Sedan,Greenville
Male,13500,Hyundai,Manual,Pale white,13000,Suv,Middletown
Male,430000,Dodge,Auto,Black,24000,Suv,Aurora
Male,850000,Volkswagen,Auto,Black,9000,Hatchback,Greenville
Male,1840000,Mercedes-b,Manual,Pale white,25000,Suv,Pasco
Male,525000,Chevrolet,Auto,Pale white,19000,Passenger,Janesville
Male,500000,Mercedes-b,Manual,Pale white,12000,Hatchback,Scottsdale
Male,890500,Chevrolet,Manual,Pale white,22500,Suv,Janesville
Male,445000,Dodge,Auto,Black,60000,Hatchback,Middletown
Female,13500,Porsche,Auto,Pale white,22000,Suv,Janesville
Male,1150000,Pontiac,Auto,Pale white,69000,Passenger,Greenville
Male,1280000,Ford,Manual,Pale white,17000,Sedan,Pasco
Male,13500,Chrysler,Auto,Black,26000,Suv,Janesville
Male,800000,Porsche,Manual,Black,16000,Suv,Janesville
