Date,Gender,Annual Income,Company,Model,Transmission,Color,Price ($),Body Style,Dealer_Region,Year,Month
2023-09-04,Female,926000,Dodge,Viper,Auto,Pale white,31001,Suv,Greenville,2023,9
2023-09-04,Male,13500,Pontiac,Bonneville,Manual,Pale white,11001,Hatchback,Pasco,2023,9
2023-09-04,Male,615000,Chevrolet,Prizm,Manual,Pale white,21001,Suv,Pasco,2023,9
2023-09-04,Male,850000,Chevrolet,Prizm,Manual,Pale white,21001,Suv,Middletown,2023,9
2023-09-04,Female,725000,Chevrolet,Impala,Auto,Black,21001,Hatchback,Austin,2023,9
2023-09-04,Male,914888,Jaguar,S-type,Manual,Pale white,20881,Passenger,Janesville,2023,9
2023-09-04,Female,726000,Nissan,Maxima,Manual,Pale white,54001,Sedan,Scottsdale,2023,9
2023-09-04,Male,1066000,Pontiac,Sunfire,Manual,Pale white,43601,Sedan,Austin,2023,9
2023-09-04,Male,1050000,Oldsmobile,Cutlass,Manual,Pale white,41001,Sedan,Middletown,2023,9
2023-09-04,Male,565000,Nissan,Pathfinder,Auto,Pale white,46001,Suv,Middletown,2023,9
2023-09-04,Male,1402000,Bmw,323i,Auto,Pale white,22201,Hatchback,Greenville,2023,9
2023-09-04,Female,760000,Acura,Tl,Auto,Pale white,24000,Hatchback,Aurora,2023,9
2023-09-04,Female,715000,Cadillac,Escalade,Auto,Black,26000,Sedan,Greenville,2023,9
2023-09-04,Female,710000,Ford,Taurus,Manual,Black,69001,Suv,Pasco,2023,9
2023-09-04,Male,810000,Mercury,Grand marquis,Manual,Pale white,71001,Suv,Janesville,2023,9
2023-09-04,Male,753000,Chevrolet,Metro,Auto,Pale white,19001,Passenger,Scottsdale,2023,9
2023-09-04,Female,13500,Nissan,Quest,Auto,Pale white,32000,Suv,Austin,2023,9
2023-09-04,Male,602500,Oldsmobile,Silhouette,Auto,Black,60500,Sedan,Middletown,2023,9
2023-09-04,Male,742000,Mercedes-b,Slk,Manual,Pale white,17001,Passenger,Aurora,2023,9
2023-09-04,Male,953000,Dodge,Durango,Manual,Pale white,27001,Suv,Greenville,2023,9
2023-09-04,Male,840000,Pontiac,Grand am,Auto,Pale white,19000,Suv,Pasco,2023,9
2023-09-04,Male,650000,Chevrolet,Cavalier,Manual,Pale white,28000,Suv,Janesville,2023,9
2023-09-04,Male,13500,Chevrolet,Metro,Auto,Pale white,12000,Passenger,Scottsdale,2023,9
2023-09-04,Male,793000,Saturn,Ls,Manual,Pale white,14000,Sedan,Austin,2023,9
2023-09-04,Male,13500,Saturn,Sc,Auto,Black,33000,Suv,Greenville,2023,9
2023-09-04,Female,758000,Lexus,Gs400,Auto,Black,12001,Hatchback,Scottsdale,2023,9
2023-09-04,Male,13500,Dodge,Neon,Manual,Pale white,19000,Suv,Janesville,2023,9
2023-09-04,Female,788000,Chevrolet,Impala,Auto,Black,21000,Hatchback,Middletown,2023,9
2023-09-04,Female,670000,Subaru,Outback,Auto,Pale white,19000,Suv,Aurora,2023,9
2023-09-04,Female,1326000,Cadillac,Eldorado,Auto,Pale white,31600,Passenger,Austin,2023,9
2023-09-04,Female,1610000,Saturn,Lw,Manual,Pale white,49000,Hatchback,Middletown,2023,9
2023-09-04,Female,13500,Hyundai,Sonata,Manual,Black,15000,Suv,Aurora,2023,9
2023-09-04,Female,500000,Mercury,Sable,Auto,Pale white,26000,Sedan,Greenville,2023,9
2023-09-04,Female,1436000,Nissan,Maxima,Manual,Pale white,29600,Sedan,Pasco,2023,9
2023-09-04,Female,13500,Volkswagen,Jetta,Auto,Pale white,16000,Passenger,Janesville,2023,9
2023-09-04,Female,13500,Pontiac,Bonneville,Auto,Pale white,19000,Hatchback,Scottsdale,2023,9
2023-09-04,Female,13500,Chevrolet,Monte carlo,Manual,Black,44000,Hatchback,Austin,2023,9
2023-09-04,Female,993000,Oldsmobile,Aurora,Manual,Pale white,71000,Passenger,Janesville,2023,9
2023-09-04,Female,1150000,Ford,Mustang,Manual,Pale white,25000,Hatchback,Scottsdale,2023,9
2023-09-04,Female,1175000,Mitsubishi,Diamante,Auto,Black,18500,Hatchback,Austin,2023,9
2023-09-04,Male,13500,Volkswagen,Jetta,Auto,Pale white,16000,Passenger,Middletown,2023,9
2023-09-04,Male,1700000,Buick,Regal,Auto,Pale white,46000,Passenger,Aurora,2023,9
2023-09-04,Male,440000,Mercedes-b,C-class,Auto,Black,14000,Hatchback,Greenville,2023,9
2023-09-04,Male,580000,Toyota,Sienna,Manual,Black,16000,Passenger,Pasco,2023,9
2023-09-04,Male,535000,Ford,Mustang,Manual,Black,22000,Hatchback,Janesville,2023,9
2023-09-04,Female,13500,Dodge,Viper,Auto,Pale white,41000,Suv,Scottsdale,2023,9
2023-09-04,Male,635000,Jaguar,S-type,Manual,Pale white,21000,Passenger,Austin,2023,9
2023-09-04,Male,895500,Mitsubishi,3000gt,Auto,Black,39500,Sedan,Austin,2023,9
2023-09-04,Male,1350000,Chrysler,300m,Auto,Black,26000,Suv,Middletown,2023,9
2023-09-04,Male,820000,Toyota,Rav4,Manual,Black,85000,Hatchback,Aurora,2023,9
2023-09-04,Female,615000,Mercedes-b,Slk,Manual,Black,26000,Passenger,Greenville,2023,9
2023-09-04,Male,2555000,Nissan,Pathfinder,Auto,Pale white,21500,Suv,Janesville,2023,9
2023-09-04,Female,672000,Volvo,C70,Manual,Black,17001,Hatchback,Janesville,2023,9
2023-09-04,Male,13500,Chevrolet,Prizm,Manual,Pale white,22000,Suv,Middletown,2023,9
2023-09-04,Male,800000,Audi,A6,Auto,Black,14001,Suv,Austin,2023,9
2023-09-04,Female,676000,Mitsubishi,Diamante,Manual,Black,49001,Hatchback,Middletown,2023,9
2023-09-04,Male,991000,Toyota,Rav4,Auto,Pale white,27001,Hatchback,Aurora,2023,9
2023-09-04,Male,13500,Volkswagen,Jetta,Auto,Pale white,16001,Passenger,Greenville,2023,9
2023-09-04,Male,390000,Cadillac,Seville,Manual,Black,44000,Suv,Austin,2023,9
2023-09-04,Male,970000,Oldsmobile,Silhouette,Manual,Pale white,26001,Sedan,Janesville,2023,9
2023-09-04,Male,657000,Volkswagen,Passat,Auto,Black,9001,Hatchback,Scottsdale,2023,9
2023-09-04,Female,590000,Oldsmobile,Aurora,Manual,Pale white,34001,Passenger,Austin,2023,9
2023-09-04,Male,710000,Mitsubishi,Diamante,Manual,Pale white,19001,Hatchback,Janesville,2023,9
2023-09-04,Male,840000,Volkswagen,Gti,Manual,Black,25000,Suv,Scottsdale,2023,9
2023-09-04,Male,975000,Chevrolet,Corvette,Auto,Pale white,25000,Suv,Austin,2023,9
2023-09-04,Male,600000,Chevrolet,Corvette,Manual,Pale white,22000,Suv,Pasco,2023,9
2023-09-04,Male,560000,Lincoln,Continental,Manual,Pale white,82000,Passenger,Janesville,2023,9
2023-09-04,Female,550000,Ford,Escort,Manual,Black,11000,Passenger,Scottsdale,2023,9
2023-09-04,Male,13500,Chevrolet,Prizm,Manual,Black,16000,Suv,Austin,2023,9
2023-09-04,Male,670000,Oldsmobile,Bravada,Manual,Black,36000,Hatchback,Middletown,2023,9
2023-09-04,Male,13500,Chevrolet,Prizm,Auto,Black,16000,Suv,Greenville,2023,9
2023-09-04,Male,315000,Ford,Contour,Auto,Pale white,62000,Sedan,Greenville,2023,9
2023-09-04,Male,13500,Mercedes-b,Sl-class,Manual,Pale white,26000,Suv,Middletown,2023,9
2023-09-04,Female,590000,Volkswagen,Gti,Auto,Pale white,20001,Suv,Janesville,2023,9
2023-09-04,Male,630000,Bmw,328i,Auto,Black,18001,Sedan,Scottsdale,2023,9
2023-09-04,Male,685000,Plymouth,Prowler,Manual,Pale white,16001,Hatchback,Austin,2023,9
2023-09-04,Male,690000,Dodge,Viper,Auto,Pale white,31001,Suv,Middletown,2023,9
2023-09-04,Male,715000,Dodge,Ram pickup,Manual,Pale white,25000,Suv,Austin,2023,9
2023-09-04,Male,808000,Volvo,S40,Manual,Black,36001,Sedan,Greenville,2023,9
2023-09-04,Male,790000,Ford,F-series,Manual,Pale white,13001,Passenger,Pasco,2023,9
2023-09-04,Female,625000,Acura,Tl,Auto,Black,28001,Hatchback,Janesville,2023,9
2023-09-04,Male,468000,Chevrolet,Prizm,Manual,Black,44000,Suv,Greenville,2023,9
2023-09-04,Female,1000000,Chrysler,Concorde,Auto,Pale white,46000,Suv,Austin,2023,9
2023-09-05,Male,13500,Ford,Mustang,Manual,Pale white,43001,Hatchback,Pasco,2023,9
2023-09-05,Male,13500,Chevrolet,Cavalier,Manual,Pale white,20001,Suv,Janesville,2023,9
2023-09-05,Male,522500,Chrysler,300m,Auto,Pale white,16501,Suv,Scottsdale,2023,9
2023-09-05,Male,477000,Volvo,S40,Auto,Black,26001,Sedan,Austin,2023,9
2023-09-05,Male,550000,Ford,Explorer,Auto,Pale white,18001,Hatchback,Middletown,2023,9
2023-09-05,Male,860000,Toyota,Sienna,Manual,Black,12001,Passenger,Aurora,2023,9
2023-09-05,Male,13500,Audi,A6,Auto,Black,27001,Suv,Greenville,2023,9
2023-09-05,Male,4600000,Mercedes-b,E-class,Auto,Pale white,31001,Sedan,Pasco,2023,9
2023-09-05,Male,796000,Porsche,Carrera coupe,Manual,Black,16001,Suv,Pasco,2023,9
2023-09-05,Male,2750000,Lexus,Ls400,Auto,Pale white,27001,Sedan,Scottsdale,2023,9
2023-09-05,Male,13500,Ford,Crown victoria,Auto,Pale white,29001,Passenger,Austin,2023,9
2023-09-05,Female,1260000,Bmw,528i,Manual,Pale white,16001,Suv,Middletown,2023,9
2023-09-05,Male,1555000,Bmw,323i,Auto,Pale white,19501,Hatchback,Aurora,2023,9
2023-09-05,Male,1918000,Mercedes-b,Slk230,Manual,Pale white,71801,Hatchback,Greenville,2023,9
2023-09-05,Female,1191500,Oldsmobile,Bravada,Auto,Pale white,15151,Hatchback,Pasco,2023,9
2023-09-05,Male,13500,Audi,A6,Auto,Pale white,42001,Suv,Janesville,2023,9
2023-09-05,Male,13500,Dodge,Avenger,Auto,Pale white,39001,Passenger,Scottsdale,2023,9
2023-09-05,Male,13500,Pontiac,Grand am,Auto,Pale white,26001,Suv,Austin,2023,9
2023-09-05,Male,1386000,Saturn,Sc,Auto,Black,33600,Suv,Pasco,2023,9
2023-09-05,Male,1320000,Nissan,Xterra,Auto,Black,26001,Passenger,Aurora,2023,9
2023-09-05,Male,13500,Acura,Tl,Auto,Black,23001,Hatchback,Greenville,2023,9
2023-09-05,Female,13500,Lexus,Ls400,Manual,Pale white,13001,Sedan,Pasco,2023,9
2023-09-05,Male,611000,Mitsubishi,3000gt,Auto,Pale white,19001,Sedan,Janesville,2023,9
2023-09-05,Male,2770000,Mercedes-b,M-class,Manual,Pale white,41000,Suv,Austin,2023,9
2023-09-05,Female,471000,Toyota,Sienna,Manual,Black,12001,Passenger,Austin,2023,9
2023-09-05,Male,433500,Toyota,Celica,Auto,Pale white,25501,Suv,Middletown,2023,9
2023-09-05,Male,13500,Volkswagen,Jetta,Auto,Pale white,69001,Passenger,Aurora,2023,9
2023-09-05,Male,1700000,Toyota,Camry,Manual,Black,34001,Hatchback,Greenville,2023,9
2023-09-05,Male,1350000,Mercury,Cougar,Auto,Black,33001,Hatchback,Pasco,2023,9
2023-09-05,Female,1600000,Volkswagen,Jetta,Manual,Pale white,45001,Passenger,Janesville,2023,9
2023-09-05,Female,13500,Bmw,528i,Auto,Black,31001,Suv,Scottsdale,2023,9
2023-09-05,Male,13500,Chevrolet,Prizm,Auto,Black,33000,Suv,Aurora,2023,9
2023-09-05,Male,13500,Chrysler,Town & country,Manual,Pale white,17001,Sedan,Janesville,2023,9
2023-09-05,Female,13500,Chevrolet,Camaro,Auto,Pale white,17001,Sedan,Scottsdale,2023,9
2023-09-05,Male,13500,Chevrolet,Corvette,Auto,Pale white,25001,Suv,Austin,2023,9
2023-09-05,Male,2200000,Pontiac,Sunfire,Manual,Pale white,28001,Sedan,Middletown,2023,9
2023-09-05,Male,2400000,Mercedes-b,S-class,Auto,Pale white,10001,Suv,Aurora,2023,9
2023-09-05,Male,975000,Mitsubishi,Montero sport,Manual,Pale white,29000,Suv,Austin,2023,9
2023-09-05,Male,13500,Jeep,Grand cherokee,Manual,Black,19000,Suv,Greenville,2023,9
2023-09-05,Male,720000,Mercedes-b,S-class,Manual,Black,85000,Suv,Pasco,2023,9
2023-09-05,Male,720000,Oldsmobile,Bravada,Auto,Pale white,19000,Hatchback,Janesville,2023,9
2023-09-05,Male,655000,Chevrolet,Malibu,Manual,Pale white,57000,Suv,Austin,2023,9
2023-09-05,Male,1550000,Porsche,Carrera coupe,Manual,Black,16000,Suv,Austin,2023,9
2023-09-05,Male,1715000,Honda,Passport,Manual,Pale white,13500,Suv,Middletown,2023,9
2023-09-05,Male,721000,Chevrolet,Metro,Auto,Pale white,19000,Passenger,Aurora,2023,9
2023-09-05,Female,1000000,Dodge,Caravan,Manual,Pale white,24000,Suv,Middletown,2023,9
2023-09-05,Male,1000000,Pontiac,Sunfire,Auto,Black,18000,Sedan,Pasco,2023,9
2023-09-05,Female,640000,Dodge,Durango,Auto,Black,19000,Suv,Janesville,2023,9
2023-09-05,Male,890000,Jeep,Wrangler,Auto,Black,60000,Hatchback,Scottsdale,2023,9
2023-09-05,Male,760000,Buick,Regal,Auto,Pale white,46000,Passenger,Austin,2023,9
2023-09-05,Male,1165000,Oldsmobile,Silhouette,Auto,Black,60500,Sedan,Middletown,2023,9
2023-09-05,Female,13500,Ford,Explorer,Auto,Pale white,18000,Hatchback,Aurora,2023,9
2023-09-05,Male,1550000,Saturn,Sl,Auto,Pale white,20000,Suv,Greenville,2023,9
2023-09-05,Male,770000,Chevrolet,Corvette,Auto,Pale white,25000,Suv,Pasco,2023,9
2023-09-05,Male,810000,Saturn,Sc,Manual,Pale white,61000,Suv,Austin,2023,9
2023-09-05,Male,780000,Subaru,Outback,Auto,Pale white,19000,Suv,Scottsdale,2023,9
2023-09-05,Male,650000,Buick,Park avenue,Manual,Pale white,45000,Hatchback,Austin,2023,9
2023-09-05,Male,601000,Nissan,Pathfinder,Manual,Pale white,11000,Suv,Middletown,2023,9
2023-09-05,Female,851000,Chrysler,Sebring coupe,Auto,Pale white,19000,Sedan,Aurora,2023,9
2023-09-05,Male,890000,Volkswagen,Jetta,Auto,Pale white,33000,Passenger,Greenville,2023,9
2023-09-05,Male,960000,Dodge,Stratus,Manual,Pale white,25000,Hatchback,Pasco,2023,9
2023-09-05,Male,1235000,Mitsubishi,3000gt,Auto,Pale white,12500,Sedan,Janesville,2023,9
2023-09-05,Male,1080000,Pontiac,Firebird,Manual,Black,43000,Suv,Janesville,2023,9
2023-09-05,Female,690000,Volkswagen,Golf,Manual,Pale white,17000,Suv,Aurora,2023,9
2023-09-05,Male,2200000,Oldsmobile,Alero,Manual,Black,17000,Suv,Pasco,2023,9
2023-09-05,Female,13500,Dodge,Ram pickup,Auto,Pale white,39000,Suv,Janesville,2023,9
2023-09-05,Male,13500,Pontiac,Firebird,Manual,Black,43000,Suv,Austin,2023,9
2023-09-05,Male,1100000,Jeep,Grand cherokee,Manual,Pale white,15000,Suv,Pasco,2023,9
2023-09-05,Male,1155000,Subaru,Forester,Auto,Black,22500,Suv,Greenville,2023,9
2023-09-05,Male,931000,Nissan,Altima,Auto,Pale white,21000,Hatchback,Scottsdale,2023,9
2023-09-05,Male,910000,Bmw,323i,Auto,Black,9000,Hatchback,Austin,2023,9
2023-09-05,Male,555000,Porsche,Carrera coupe,Auto,Pale white,22000,Suv,Middletown,2023,9
2023-09-05,Male,856000,Cadillac,Escalade,Auto,Black,26000,Sedan,Scottsdale,2023,9
2023-09-05,Male,670000,Audi,A6,Auto,Black,14000,Suv,Austin,2023,9
2023-09-05,Male,706000,Bmw,528i,Manual,Black,21000,Suv,Middletown,2023,9
2023-09-05,Male,1145000,Chevrolet,Prizm,Auto,Pale white,15500,Suv,Janesville,2023,9
2023-09-05,Male,317500,Mercedes-b,Slk,Manual,Black,26500,Passenger,Middletown,2023,9
2023-09-05,Male,160000,Nissan,Xterra,Auto,Black,9000,Passenger,Aurora,2023,9
2023-09-05,Male,13500,Ford,Mustang,Auto,Pale white,31000,Hatchback,Greenville,2023,9
2023-09-05,Male,686000,Chrysler,Concorde,Auto,Pale white,46000,Suv,Greenville,2023,9
2023-09-05,Male,501500,Mitsubishi,Montero sport,Auto,Pale white,39500,Suv,Pasco,2023,9
2023-09-05,Male,13500,Nissan,Sentra,Auto,Black,16000,Passenger,Scottsdale,2023,9
2023-09-05,Male,13500,Ford,Crown victoria,Auto,Pale white,29000,Passenger,Austin,2023,9
2023-09-05,Female,13500,Pontiac,Bonneville,Auto,Pale white,19000,Hatchback,Middletown,2023,9
2023-09-05,Male,506000,Subaru,Forester,Auto,Black,22001,Suv,Scottsdale,2023,9
2023-09-05,Male,13500,Mercedes-b,C-class,Auto,Pale white,15000,Hatchback,Greenville,2023,9
2023-09-05,Male,1800000,Chevrolet,Corvette,Auto,Pale white,45000,Suv,Pasco,2023,9
2023-09-05,Male,275000,Toyota,Corolla,Auto,Pale white,41000,Passenger,Janesville,2023,9
2023-09-05,Male,1300000,Volkswagen,Passat,Auto,Pale white,13000,Hatchback,Scottsdale,2023,9
2023-09-05,Female,4700000,Volkswagen,Cabrio,Auto,Pale white,17000,Sedan,Austin,2023,9
2023-09-05,Male,1525000,Chrysler,Sebring coupe,Auto,Pale white,46500,Sedan,Middletown,2023,9
2023-09-05,Male,1620000,Ford,Windstar,Auto,Pale white,19000,Sedan,Aurora,2023,9
2023-09-05,Male,1985000,Volkswagen,Jetta,Auto,Red,33500,Passenger,Greenville,2023,9
2023-09-05,Male,1750000,Honda,Odyssey,Manual,Pale white,54000,Passenger,Pasco,2023,9
2023-09-05,Male,2100000,Mercury,Cougar,Auto,Black,33000,Hatchback,Janesville,2023,9
2023-09-05,Male,2350000,Toyota,Tacoma,Auto,Pale white,53000,Suv,Austin,2023,9
2023-09-05,Male,560000,Nissan,Quest,Manual,Black,12000,Suv,Austin,2023,9
2023-09-05,Male,13500,Dodge,Stratus,Manual,Red,25000,Hatchback,Middletown,2023,9
2023-09-05,Male,13500,Toyota,Camry,Manual,Black,34000,Hatchback,Aurora,2023,9
2023-09-05,Male,3750000,Mercury,Villager,Manual,Pale white,14000,Passenger,Greenville,2023,9
2023-09-05,Male,13500,Chevrolet,Metro,Manual,Pale white,13000,Passenger,Pasco,2023,9
2023-09-05,Male,780000,Saab,5-sep,Manual,Pale white,28000,Hatchback,Janesville,2023,9
2023-09-05,Female,13500,Mercedes-b,Slk230,Manual,Pale white,14000,Hatchback,Scottsdale,2023,9
2023-09-05,Male,500000,Nissan,Xterra,Manual,Red,31000,Passenger,Austin,2023,9
2023-09-05,Male,1264000,Ford,Crown victoria,Auto,Red,29400,Passenger,Janesville,2023,9
2023-09-05,Male,1462000,Lexus,Ls400,Manual,Red,25200,Sedan,Scottsdale,2023,9
2023-09-05,Male,440000,Mercedes-b,Cl500,Manual,Red,29000,Suv,Austin,2023,9
2023-09-05,Male,1575000,Lexus,Gs400,Auto,Black,12500,Hatchback,Middletown,2023,9
2023-09-05,Male,865000,Toyota,Tacoma,Auto,Pale white,53000,Suv,Scottsdale,2023,9
2023-09-05,Male,13500,Mitsubishi,Diamante,Manual,Red,19000,Hatchback,Greenville,2023,9
2023-09-05,Male,3600000,Pontiac,Bonneville,Auto,Red,19000,Hatchback,Pasco,2023,9
2023-09-05,Male,2425000,Mitsubishi,Diamante,Auto,Pale white,21500,Hatchback,Janesville,2023,9
2023-09-05,Male,1890000,Nissan,Frontier,Manual,Pale white,20000,Hatchback,Scottsdale,2023,9
2023-09-05,Male,2325000,Chrysler,Concorde,Manual,Pale white,28500,Suv,Greenville,2023,9
2023-09-05,Male,600000,Audi,A6,Manual,Pale white,14000,Suv,Middletown,2023,9
2023-09-05,Male,875000,Ford,Escort,Auto,Red,15000,Passenger,Aurora,2023,9
2023-09-05,Male,785000,Lexus,Lx470,Auto,Pale white,15000,Suv,Greenville,2023,9
2023-09-05,Female,895000,Lexus,Gs400,Auto,Pale white,31000,Hatchback,Pasco,2023,9
2023-09-05,Male,1205000,Chevrolet,Malibu,Manual,Pale white,57500,Suv,Middletown,2023,9
2023-09-05,Male,1085000,Ford,Focus,Manual,Black,49500,Suv,Aurora,2023,9
2023-09-05,Male,850000,Dodge,Viper,Auto,Red,41000,Suv,Austin,2023,9
2023-09-05,Male,1400000,Ford,Expedition,Manual,Black,18000,Suv,Middletown,2023,9
2023-09-05,Male,400000,Dodge,Ram pickup,Manual,Pale white,16000,Suv,Middletown,2023,9
2023-09-05,Male,1065000,Lincoln,Continental,Manual,Red,82500,Passenger,Greenville,2023,9
2023-09-05,Female,803000,Mercedes-b,M-class,Manual,Red,25000,Suv,Greenville,2023,9
2023-09-05,Male,773000,Chrysler,300m,Auto,Pale white,22000,Suv,Janesville,2023,9
2023-09-05,Male,700000,Chrysler,Lhs,Auto,Black,26000,Hatchback,Scottsdale,2023,9
2023-09-05,Male,760000,Hyundai,Sonata,Manual,Black,15000,Suv,Austin,2023,9
2023-09-05,Male,1190000,Buick,Park avenue,Manual,Red,45001,Hatchback,Middletown,2023,9
2023-09-05,Male,1270000,Dodge,Ram pickup,Manual,Red,25000,Suv,Aurora,2023,9
2023-09-05,Male,1015000,Ford,Expedition,Manual,Pale white,14500,Suv,Greenville,2023,9
2023-09-05,Male,875000,Oldsmobile,Silhouette,Manual,Red,19000,Sedan,Pasco,2023,9
2023-09-05,Female,13500,Nissan,Pathfinder,Manual,Black,22000,Suv,Pasco,2023,9
2023-09-05,Male,315000,Dodge,Ram pickup,Auto,Red,57000,Suv,Scottsdale,2023,9
2023-09-05,Female,950000,Volkswagen,Golf,Auto,Red,35000,Suv,Greenville,2023,9
2023-09-05,Male,721000,Chrysler,Concorde,Auto,Black,12000,Suv,Janesville,2023,9
2023-09-05,Male,1100000,Mercury,Grand marquis,Auto,Black,19000,Suv,Aurora,2023,9
2023-09-05,Male,1007000,Lincoln,Continental,Manual,Black,42700,Passenger,Greenville,2023,9
2023-09-05,Male,13500,Mitsubishi,Diamante,Auto,Pale white,21000,Hatchback,Pasco,2023,9
2023-09-05,Female,13500,Volkswagen,Beetle,Auto,Red,45000,Suv,Pasco,2023,9
2023-09-05,Male,13500,Lexus,Es300,Manual,Black,34000,Suv,Janesville,2023,9
2023-09-05,Male,746000,Hyundai,Sonata,Manual,Black,15001,Suv,Austin,2023,9
2023-09-05,Male,1160000,Mitsubishi,3000gt,Manual,Red,24000,Sedan,Middletown,2023,9
2023-09-05,Male,1950000,Subaru,Forester,Manual,Red,26000,Suv,Scottsdale,2023,9
2023-09-05,Female,13500,Pontiac,Firebird,Manual,Black,43000,Suv,Middletown,2023,9
2023-09-05,Male,1105000,Mitsubishi,Diamante,Auto,Black,18500,Hatchback,Pasco,2023,9
2023-09-05,Male,13500,Honda,Civic,Manual,Pale white,45000,Hatchback,Janesville,2023,9
2023-09-05,Male,591000,Jeep,Grand cherokee,Manual,Pale white,15000,Suv,Scottsdale,2023,9
2023-09-05,Male,960000,Pontiac,Grand am,Auto,Red,19000,Suv,Austin,2023,9
2023-09-05,Male,815000,Buick,Park avenue,Auto,Red,12000,Hatchback,Janesville,2023,9
2023-09-05,Male,2920000,Mitsubishi,3000gt,Auto,Red,19000,Sedan,Scottsdale,2023,9
2023-09-05,Male,1635000,Jeep,Wrangler,Manual,Pale white,23500,Hatchback,Austin,2023,9
2023-09-05,Male,550000,Mitsubishi,Montero sport,Auto,Red,39000,Suv,Austin,2023,9
2023-09-05,Female,13500,Lincoln,Town car,Manual,Pale white,33001,Hatchback,Scottsdale,2023,9
2023-09-05,Male,13500,Subaru,Forester,Manual,Red,26000,Suv,Greenville,2023,9
2023-09-05,Male,605000,Subaru,Outback,Auto,Red,57001,Suv,Middletown,2023,9
2023-09-05,Male,661000,Volkswagen,Golf,Manual,Red,25000,Suv,Pasco,2023,9
2023-09-05,Male,13500,Chevrolet,Prizm,Manual,Red,24000,Suv,Middletown,2023,9
2023-09-05,Male,450000,Chevrolet,Prizm,Manual,Red,21000,Suv,Janesville,2023,9
2023-09-05,Male,13500,Mercedes-b,C-class,Manual,Pale white,17000,Hatchback,Janesville,2023,9
2023-09-05,Male,13500,Porsche,Carrera coupe,Auto,Red,15000,Suv,Austin,2023,9
2023-09-05,Female,478000,Dodge,Dakota,Auto,Pale white,21000,Sedan,Austin,2023,9
2023-09-05,Male,615000,Mercedes-b,Slk230,Manual,Pale white,14000,Hatchback,Middletown,2023,9
2023-09-05,Male,13500,Mitsubishi,3000gt,Auto,Red,19000,Sedan,Aurora,2023,9
2023-09-05,Male,680000,Dodge,Ram pickup,Auto,Pale white,45000,Suv,Middletown,2023,9
2023-09-05,Male,450000,Saab,3-sep,Auto,Red,69000,Sedan,Pasco,2023,9
2023-09-05,Female,531000,Chrysler,Lhs,Auto,Pale white,21000,Hatchback,Janesville,2023,9
2023-09-05,Male,581000,Oldsmobile,Silhouette,Manual,Pale white,14000,Sedan,Scottsdale,2023,9
2023-09-05,Female,388500,Volkswagen,Jetta,Auto,Pale white,38500,Passenger,Austin,2023,9
2023-09-05,Male,625000,Porsche,Carrera cabrio,Auto,Pale white,32000,Passenger,Middletown,2023,9
2023-09-05,Male,645400,Mercedes-b,Cl500,Manual,Black,22400,Suv,Aurora,2023,9
2023-09-05,Female,465000,Ford,Contour,Auto,Red,19000,Sedan,Greenville,2023,9
2023-09-05,Male,680000,Acura,Rl,Manual,Red,31000,Suv,Pasco,2023,9
2023-09-05,Female,605000,Chevrolet,Monte carlo,Auto,Red,21000,Hatchback,Janesville,2023,9
2023-09-05,Male,629500,Dodge,Ram pickup,Manual,Pale white,21500,Suv,Greenville,2023,9
2023-09-05,Male,900000,Dodge,Caravan,Manual,Red,24000,Suv,Pasco,2023,9
2023-09-05,Female,470000,Porsche,Boxter,Auto,Black,26001,Suv,Middletown,2023,9
2023-09-05,Female,633000,Dodge,Ram pickup,Manual,Black,19000,Suv,Middletown,2023,9
2023-09-05,Male,860000,Dodge,Neon,Manual,Red,19000,Suv,Aurora,2023,9
2023-09-05,Male,13500,Volkswagen,Beetle,Auto,Red,45000,Suv,Greenville,2023,9
2023-09-05,Female,611000,Pontiac,Grand prix,Auto,Pale white,42001,Passenger,Janesville,2023,9
2023-09-05,Female,550000,Plymouth,Neon,Manual,Black,29001,Suv,Scottsdale,2023,9
2023-09-05,Male,601000,Acura,Rl,Manual,Red,34001,Suv,Austin,2023,9
2023-09-05,Male,687000,Dodge,Avenger,Auto,Red,22001,Passenger,Middletown,2023,9
2023-09-05,Male,668000,Toyota,Camry,Auto,Red,31001,Hatchback,Aurora,2023,9
2023-09-05,Male,485000,Mercedes-b,S-class,Auto,Pale white,10001,Suv,Greenville,2023,9
2023-09-05,Male,2440000,Saturn,Sw,Manual,Black,36000,Passenger,Pasco,2023,9
2023-09-05,Male,1110000,Bmw,328i,Auto,Black,16000,Sedan,Janesville,2023,9
2023-09-05,Male,580000,Toyota,Tacoma,Manual,Pale white,24000,Suv,Pasco,2023,9
2023-09-05,Male,2009000,Acura,Tl,Manual,Pale white,14900,Hatchback,Austin,2023,9
2023-09-06,Male,2300000,Mitsubishi,Diamante,Manual,Black,49001,Hatchback,Pasco,2023,9
2023-09-06,Female,792000,Audi,A6,Manual,Black,15001,Suv,Janesville,2023,9
2023-09-06,Male,13500,Nissan,Sentra,Auto,Black,16001,Passenger,Scottsdale,2023,9
2023-09-06,Female,340000,Saturn,Ls,Auto,Pale white,45001,Sedan,Austin,2023,9
2023-09-06,Male,13500,Plymouth,Neon,Auto,Pale white,27001,Suv,Middletown,2023,9
2023-09-06,Female,13500,Acura,Rl,Manual,Pale white,17001,Suv,Aurora,2023,9
